name,imageFileName,type1color,type1file,type2color,type2file,megafile,movefile,forms,evolutions,move,type1,type2,ability,attack1fill,attack1color,attack1size,attack1range,attack1name,attack1power,attack1effect,attack2fill,attack2color,attack2size,attack2range,attack2name,attack2power,attack2effect,attack3fill,attack3color,attack3size,attack3range,attack3name,attack3power,attack3effect,attack4fill,attack4color,attack4size,attack4range,attack4name,attack4power,attack4effect,attack5fill,attack5color,attack5size,attack5range,attack5name,attack5power,attack5effect,attack6fill,attack6color,attack6size,attack6range,attack6name,attack6power,attack6effect,attack7fill,attack7color,attack7size,attack7range,attack7name,attack7power,attack7effect,attack8fill,attack8color,attack8size,attack8range,attack8name,attack8power,attack8effect,attack9fill,attack9color,attack9size,attack9range,attack9name,attack9power,attack9effect
Mismagius,Sprites/429MS.png,DarkViolet,TypeLabels/Ghost.png,,,,mp2.png,,,2,Ghost,,"Infiltrator> On the field, this Pokemon can pass through other Pokemon.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,6,Dazzling Gleam,120,"Opposing Pokemon adjacent to this Pokemon spin, and if they spin a Gold Attack then they are knocked out","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,13,Final Chant,★★,Attaches a Final Song marker to a Pokemon within 2 steps. The Pokemon with that marker is knocked out 5 turns later,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,18,Hex,80,"If the battle opponent is affected by a special condition, deal x2 damage","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,19,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,24,Confuse Ray,★★★,The battle opponent becomes confused,,,,,,,,,,,,,,,,,,,,,
Honchkrow,Sprites/430MS.png,Black,TypeLabels/Dark.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,,,2,Dark,Flying,Insomnia> This Pokemon cannot be affected by sleep,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,6,Call,,Moves your Murkrow in your P.C. to the bench,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",9,15,Sucker Punch,60,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,22,Night Slash,120,"If this Pokemon is on the field, it may switch with a Pokemon on your bench or in your P.C. after battle","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mime Jr.,Sprites/439MS.png,HotPink,TypeLabels/Psychic.png,DeepPink,TypeLabels/Fairy.png,,mp3.png,,Mr. Mime,3,Psychic,Fairy,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Mime,★,All adjacent Pokemon now have Wait 3. This Pokemon may move to the bench,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",7,15,Baton Pass,,"If one of your own Pokemon neighbors this Pokemon, the two switch places","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,22,Confusion,20,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
Spiritomb,Sprites/442MS.png,DarkViolet,TypeLabels/Ghost.png,Black,TypeLabels/Dark.png,,mp0.png,,,0,Ghost,Dark,"Grudge Stone> When this Pokemon moves from the bench to the field, spin a Pokemon. If it spins a White Attack, attach a Curse marker to it.
Cornerstone> Your Pokemon on the field can pass through this Pokemon using an MP move.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Destiny Bond,0,"If this Pokemon is knocked out, so is the battle opponent","rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",7,14,Shadow Sneak,60,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,22,Curse,★,Attach a Curse marker to the battle opponent. (A Pokemon that is knocked out in this condition is excluded from the duel.),"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gible,Sprites/443MS.png,Blue,TypeLabels/Dragon.png,SaddleBrown,TypeLabels/Ground.png,,mp1.png,,Gabite,1,Dragon,Ground,"Raid> At the start of your turn, instead of using an MP move, this Pokemon can route move to a point that is three steps away and adjacent to an opponent's Pokemon. If it does, it must attack, if able.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,5,Scary Face,★,The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",11,16,Slash,80,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,21,Scary Face,★,The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabite,Sprites/444MS.png,Blue,TypeLabels/Dragon.png,SaddleBrown,TypeLabels/Ground.png,,mp2.png,,Garchomp,2,Dragon,Ground,"Sand Veil> If this Pokemon is attacked, it can move under the opponent's Pokemon to another space next to it. (A battle does not occur.)","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Slash,90,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,14,Dragon Claw,120,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,21,Sand Attack,★,The battle opponent now has Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garchomp, Mega",Sprites/445MMS.png,Blue,TypeLabels/Dragon.png,SaddleBrown,TypeLabels/Ground.png,mega.png,mp2.png,,,2,Dragon,Ground,"Sonic Tyranny>This Pokemon can MP move under other Pokemon. If this Pokemon is attacked, it may move under the attacking Pokemon to a point next to it. (A battle does not occur.) If it does that Pokemon becomes burned. All the Blue attacks of this Pokemon's battle opponents become Misses.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,9,Earthquake,160,"All Pokemon on the field spin, except this one - if they spin a miss, they are knocked out.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,16,Outrage,180,This Pokemon becomes confused.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,17,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,24,Draco Meteor,★,"One other Pokemon on the field spins - if they spin a miss or a 70+ White Attack, they are knocked out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garchomp,Sprites/445MS.png,Blue,TypeLabels/Dragon.png,SaddleBrown,TypeLabels/Ground.png,,mp2.png,,"Garchomp, Mega",2,Dragon,Ground,"Sand Veil> If this Pokemon is attacked, it can move under the opponent's Pokemon to another space next to it. (A battle does not occur.)","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,7,Fire Fang,110,The battle opponent becomes burned. The battle opponent now has Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,16,Dragon Rush,160,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,17,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,24,Double Flight,★★,"This Pokemon jumps over the battle opponent, moving to a spot adjacent to it. If the opposing Pokemon is affected by a special condition, it is knocked out. After moving, this Pokemon may attack an opposing Pokemon again, but just once",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munchlax,Sprites/446MS.png,DarkGray,TypeLabels/Normal.png,,,,mp2.png,,Snorlax,2,Normal,,"Gluttony> When in a P.C., this Pokemon will move back to the bench if Sweet Scent is spun on the field.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,14,Lick,50,"If this Pokemon is knocked out, the battle opponent becomes paralyzed","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,16,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,24,Eats Anything,★,"Switches one of the opponent's plates from unused to used. When this Pokemon (or a Pokemon that evolved from this Pokemon) leaves the field, return as many plates as were switched to used with this Attack since this Pokemon entered the field back to unused",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riolu,Sprites/447MS.png,Maroon,TypeLabels/Fighting.png,,,,mp3.png,,Lucario,3,Fighting,,Inner Focus> This Pokemon cannot gain Wait while it is on the field.,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,3,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",11,14,Shockwave,40,The battle opponent and all Pokemon directly behind it gain Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,17,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,24,Knee Strike,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lucario, Mega",Sprites/448MMS.png,Maroon,TypeLabels/Fighting.png,CadetBlue,TypeLabels/Steel.png,mega.png,mp3.png,,,3,Fighting,Steel,"Marked by the Aura> While this Pokemon is on the field, and unless they are affected by special conditions, your Fighting-type Pokemon and your Steel-type Pokemon are not knocked out by Gold Attacks from their battle opponents.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,4,Dodge,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",9,13,Aura Sphere,★,Either the battle opponent or a Pokemon behind it in a straight line from this Pokemon is knocked out,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,14,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",10,24,Bullet Punch,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucario,Sprites/448MS.png,Maroon,TypeLabels/Fighting.png,CadetBlue,TypeLabels/Steel.png,,mp2.png,,"Lucario, Mega",2,Fighting,Steel,"Silver Fist> If this Pokemon is not affected by a special condition, it is not knocked out by Gold Attacks from its battle opponents.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,6,Dodge,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,13,Aura Sphere,★,Either the battle opponent or a Pokemon behind it in a straight line from this Pokemon is knocked out,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,15,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,24,Metal Claw,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skorupi,Sprites/451MS.png,MediumVioletRed,TypeLabels/Poison.png,YellowGreen,TypeLabels/Bug.png,,mp2.png,,Drapion,2,Poison,Bug,Irritating Sting> Any Psychic-type Pokemon that battles this Pokemon will become confused.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Bite,40,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,9,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,16,Poison Sting,★,The battle opponent becomes poisoned,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,18,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",6,24,Protect,,This Pokemon gains Wait,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drapion,Sprites/452MS.png,MediumVioletRed,TypeLabels/Poison.png,Black,TypeLabels/Dark.png,,mp2.png,,,2,Poison,Dark,"Diffuse Poison> When this Pokemon is on the field, all poisoned Pokemon will do a further -20 damage. This effect does not stack.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Cross Poison,70,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,9,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,16,Venom Whip,★★,One Pokemon within 2 steps becomes noxious,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,17,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,24,Noxious Fang,50,"If this Pokemon is knocked out, the battle opponent becomes noxious",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snover,Sprites/459MS.png,LawnGreen,TypeLabels/Grass.png,Aqua,TypeLabels/Ice.png,,mp2.png,,Abomasnow,2,Grass,Ice,Whiteout> Opposing Flying-Type Pokemon and Dragon-Type Pokemon within 2 steps of this Pokemon have MP -1.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Icy Wind,★,"All adjacent opposing Pokemon on the field that are not Fire-, Water-, Ice-, or Steel-Type Pokemon spin. Attach MP -1 markers to those that spin White attacks.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,13,Powder Snow,50,All opposing Pokemon on the field spin. Those that spin a Miss become frozen.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,21,Energy Ball,★,"While the battle opponent is on the field, all of that Pokemon's Blue attacks that are not Dodge become Misses.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abomasnow, Mega",Sprites/460MMS.png,LawnGreen,TypeLabels/Grass.png,Aqua,TypeLabels/Ice.png,mega.png,mp1.png,,,1,Grass,Ice,"Fearsome Frost Tree> While this Pokemon is on the field, opposing Flying-Type and Dragon-Type Pokemon each have MP -1.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Blizzard,160,"If this Pokemon is knocked out, all adjacent Pokemon become frozen.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,7,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,13,Sheer Cold,★★,"The battle opponent is knocked out. If the battle opponent is frozen, exclude it from the duel.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",11,24,Wood Hammer,180,An opposing Pokemon adjacent to the battle opponent is knocked 2 steps back and gains Wait 3. This Pokemon gains Wait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abomasnow,Sprites/460MS.png,LawnGreen,TypeLabels/Grass.png,Aqua,TypeLabels/Ice.png,,mp2.png,,"Abomasnow, Mega",2,Grass,Ice,Whiteout> Opposing Flying-Type Pokemon and Dragon-Type Pokemon within 2 steps of this Pokemon have MP -1.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",4,4,Sheer Cold,★★,"The battle opponent is knocked out. if the battle opponent is frozen, exclude it from the duel.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,11,Blizzard,90,"If this Pokemon is knocked out, all adjacent Pokemon become frozen.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,18,Ice Beam,100,"If this Pokemon is knocked out, the battle opponent becomes frozen.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",4,22,Energy Ball,★,"While the battle opponent is on the field, all of that Pokemon's Blue Attacks that are not Dodge become Misses.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,Sprites/461MS.png,Black,TypeLabels/Dark.png,Aqua,TypeLabels/Ice.png,,mp2.png,,,2,Dark,Ice,Team Play> This Pokemon deals +20 damage for each friendly Weavile on the field.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Taunt,★★★,"Until the end of your next turn, if the Pokemon hit by this attack spins a Purple attack or a Blue attack, shift the result clockwise until a non-purple or non-blue attack comes up.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,16,Ice Punch,70,"If this Pokemon is knocked out, the battle opponent becomes frozen","rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",8,24,Ice Shard,40,"Opposing Pokemon within 2 steps of this Pokemon spin. If the result is anything other than a Blue Attack, the effects of Sphere plates used on those Pokemon are nullified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnezone,Sprites/462MS.png,Yellow,TypeLabels/Electric.png,CadetBlue,TypeLabels/Steel.png,,mp2.png,,,2,Electric,Steel,"Enhanced Core> When this Pokemon is on the field, your Pokemon that are both Electric- and Steel-type deal +20 damage.
Speed Booster> If this Pokemon has evolved, it gains +1 MP.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,4,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,13,Flash Cannon,120,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,15,Dodge,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,24,Shock Wave,★,"The battle opponent, and a succession of Pokemon adjacent to it (excluding this one), become paralyzed",,,,,,,,,,,,,,,,,,,,,
Rhyperior,Sprites/464MS.png,SaddleBrown,TypeLabels/Ground.png,Sienna,TypeLabels/Rock.png,,mp1.png,,,1,Ground,Rock,Reckless Charge> This Pokemon can move up to 2 steps in a straight line.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Rock Wrecker,★★,"Knock out 1 of your opponent's Pokemon within 2 steps. If this Pokemon is using the Long Barrel plate, knoeck out on of your opponent's Pokemon within 3 steps.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",7,15,Bulldozer,,This Pokemon knocks the battle opponent one step back and claims its previous spot,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,23,Rock Blast,100x,Spin again until Rock Blast does not land - damage is multiplied by the number of Rock Blast spins,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
Tangrowth,Sprites/465MS.png,LawnGreen,TypeLabels/Grass.png,,,,mp2.png,,,2,Grass,,"Entangle> If there are no Pokemon next to this Pokemon, instead of an MP move, you can force an opposing Pokemon that is two steps away from this Pokemon to spin. If you do, this Pokemon gains Wait 3. If the spin results in a White Attack, the opposing Pokemon comes one step closer and gains Wait.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Energy Ball,★,"While the battle opponent is on the field, all of that Pokemon's Blue Attacks that are not Dodge become Misses","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,17,Power Whip,100,The battle opponent gains Wait 3,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,22,Sleep Powder,★,The battle opponent falls asleep,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electivire,Sprites/466MS.png,Yellow,TypeLabels/Electric.png,,,,mp2.png,,,2,Electric,,Grounding> This Pokemon cannot be paralyzed.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,10,Electric Blast,★★,The battle opponent and all Pokemon connected to it become paralyzed,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,12,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,24,Thunder Punch,130,"If this Pokemon is knocked out, the battle opponent becomes paralyzed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magmortar,Sprites/467MS.png,Red,TypeLabels/Fire.png,,,,mp2.png,,,2,Fire,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",4,4,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,11,Flame Gun,★★,The battle opponent and one Pokemon directly behind it are knocked out,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",13,24,Fire Punch,130,"If this Pokemon is knocked out, the battle opponent becomes burned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leafeon,Sprites/470MS.png,LawnGreen,TypeLabels/Grass.png,,,,mp3.png,,,3,Grass,,"Leaf Arrow> This Pokemon can MP move through your own Pokemon and opposing Water-Type Pokemon and Rock-Type Pokemon. If there are opposing Pokemon on all of your entry points, this Pokemon gets MP +1.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Synthesis,★,"While they are on the field, your Grass-Type Pokemon deal +20 damage to the battle opponent.","rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",7,14,Quick Attack,60,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,15,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,21,Blade Tail,40,Moves the battle opponent to its P.C. The battle opponent is not knocked out.,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaceon,Sprites/471MS.png,Aqua,TypeLabels/Ice.png,,,,mp3.png,,,3,Ice,,"Frost Arrow>This Pokemon can MP move through your Pokemon and opposing Ground-type and Flying-type Pokemon. If there are opposing Pokemon on all of your entry points, this Pokemon gains +1 MP.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,6,Diamond Dust,★,The battle opponent becomes frozen.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,14,Ice Beam,70,"If this Pokemon is knocked out, the battle opponent becomes frozen.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,15,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",6,21,Ice Shard,40,"Opposing Pokemon within 2 steps of this Pokemon spin. If the result is anything other than a Blue attack, the effects of Sphere plates used on those Pokemon are nullified.",,,B12,,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallade, Mega",Sprites/475MMS.png,HotPink,TypeLabels/Psychic.png,Maroon,TypeLabels/Fighting.png,mega.png,mp2.png,,,2,Psychic,Fighting,"Two-Sword Strike> This Pokemon can attack Pokemon that are 2 steps away. While it does, this Pokemon's Attacks have Range 2.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,10,Psychic Blade,110,Deals x2 damage if the battle opponent is a Fighting-type Pokemon,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,18,Night Slash,140,"If this Pokemon is on the field, it may switch with a Pokemon on your bench or in your P.C. after battle","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Teleport,★★★,This Pokemon moves 2 steps away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallade,Sprites/475MS.png,HotPink,TypeLabels/Psychic.png,Maroon,TypeLabels/Fighting.png,,mp2.png,,"Gallade, Mega",2,Psychic,Fighting,Psychic Sensor> Battle opponents have the in-battle effects of their Abilities negated.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,10,Psychic Blade,90,Deals x2 damage if the battle opponent is a Fighting-type Pokemon,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,18,Night Slash,140,"If this Pokemon is on the field, it may switch with a Pokemon on your bench or in your P.C. after battle","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Teleport,★★★,This Pokemon moves 2 steps away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Froslass,Sprites/478MS.png,Aqua,TypeLabels/Ice.png,DarkViolet,TypeLabels/Ghost.png,,mp2.png,,,2,Ice,Ghost,"Carry Home> If it MP moves through opposing Pokemon that are frozen, those Pokemon move to your P.C..
Infiltrator> This Pokemon can MP move through other Pokemon on the field.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Blizzard,80,"If this Pokemon is knocked out, all adjacent Pokemon become frozen","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,14,Diamond Dust,★,The battle opponent becomes frozen,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,21,Destiny Bond,0,"If this Pokemon is knocked out, so is the battle opponent","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rotom, Fan",Sprites/479FMS.png,Yellow,TypeLabels/Electric.png,RoyalBlue,TypeLabels/Flying.png,,mp2.png,ANY Rotom,,2,Electric,Flying,"Headwind> If this Pokemon is on the field and is not affected by a special condition, Attack damage-increasing effects on Flying-type battle opponents of your Flying-type Pokemon are negated.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,5,Air Slash,110,The battle opponent gains Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,6,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,8,Revert,,This Pokemon can change form to Rotom.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,14,Discharge,50,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,16,Revert,,This Pokemon can change form to Rotom.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,22,Air Slash,110,The battle opponent gains Wait,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,24,Revert,,This Pokemon can change form to Rotom.,,,,,,,,,,,,,,
"Rotom, Lawnmower",Sprites/479LMS.png,Yellow,TypeLabels/Electric.png,LawnGreen,TypeLabels/Grass.png,,mp2.png,ANY Rotom,,2,Electric,Grass,"Artificial Turf> If this Pokemon is on the field and is not affected by a special condition, your MP1 Grass-type Pokemon gain +1 MP.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,4,Revert,,This Pokemon can change form to Rotom.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,10,Discharge,50,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",3,13,Revert,,This Pokemon can change form to Rotom.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",11,24,Leaf Storm,130,This Attack becomes a Miss for the next turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotom,Sprites/479MS.png,Yellow,TypeLabels/Electric.png,DarkViolet,TypeLabels/Ghost.png,,mp3.png,ANY Rotom,,3,Electric,Ghost,"Infiltrator> On the field, this Pokemon can pass through other Pokemon.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,5,Sphere Trick,★,"If any Sphere plates have been used on the battle opponent, then this Pokemon also gains those effects until the end of the duel","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,6,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,16,Discharge,10,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,17,Dodge,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,22,Thunder Wave,★★,The battle opponent becomes paralyzed,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
